,pos,words
10706,"Substantiv, maskulin",Bundeswirtschaftsminister
10707,"Substantiv, feminin",Wirtschaftlichkeit
10708,Pronomen,irgendwas
10709,"Substantiv, maskulin",Geldbeutel
10710,"Substantiv, Neutrum",Konservatorium
10711,schwaches Verb,langweilen
10712,"Substantiv, Neutrum",Einverstaendnis
10713,"Substantiv, feminin",Altlast
10714,"Substantiv, feminin",Neuheit
10715,"Substantiv, feminin",Begegnungsstaette
10716,"Substantiv, feminin",Folgezeit
10717,"Substantiv, maskulin",Kinderschutzbund
10718,"Substantiv, feminin",Neuverschuldung
10719,schwaches Verb,hervorragen
10720,"Substantiv, maskulin",Widder
10721,Adjektiv,paepstlich
10722,"['None', 'Adjektiv']",gewollt
10723,Pluralwort,Gebrueder
10724,Adverb,vormals
10725,"Substantiv, feminin",Mahnung
10726,"Substantiv, maskulin",Kofferraum
10727,schwaches Verb,flankieren
10728,Adjektiv,irrelevant
10729,word not found,Kostengrund
10730,"Substantiv, feminin",Kopfverletzung
10731,schwaches Verb,signieren
10732,"Substantiv, Neutrum",Standesamt
10733,,Hehl
10734,schwaches Verb,pilgern
10735,"Substantiv, Neutrum",Bakterium
10736,"Substantiv, feminin",Forstwirtschaft
10737,"Substantiv, Neutrum",Forschungsinstitut
10738,"Substantiv, maskulin",Stadtrand
10739,"Substantiv, feminin",Einordnung
10740,schwaches Verb,entlarven
10741,"Substantiv, Neutrum",Musiktheater
10742,[],demonstriert
10743,"Substantiv, Neutrum",Baujahr
10744,Adjektiv,verwickelt
10745,"Substantiv, Neutrum",Weltkulturerbe
10746,"Substantiv, maskulin",Transporter
10747,"Substantiv, feminin",Irritation
10748,"Substantiv, Neutrum",Ehrenzeichen
10749,starkes Verb,fortschreiten
10750,"Substantiv, feminin",Kassiererin
10751,"Substantiv, feminin",Gleichstellung
10752,"Substantiv, feminin",Buchung
10753,"Substantiv, feminin",Zuflucht
10754,[],automatisiert
10755,"Substantiv, maskulin",Flop
10756,"Substantiv, feminin",Motion
10757,"Substantiv, Neutrum",Foerderprogramm
10758,"Substantiv, maskulin",Lokalteil
10759,"Substantiv, maskulin",Buergersteig
10760,"Substantiv, maskulin",Bote
10761,"Substantiv, maskulin",Ger
10762,"Substantiv, maskulin",Brennstoff
10763,schwaches Verb,brummen
10764,"Substantiv, Neutrum",Autogramm
10765,Adjektiv,ungehindert
10766,schwaches Verb,stapeln
10767,Adjektiv,dezentral
10768,"substantiviertes Adjektiv, feminin",Stimmberechtigte
10769,"Substantiv, maskulin",Cross
10770,"Substantiv, Neutrum",Lamm
10771,"Substantiv, feminin",Fee
10772,Adjektiv,misstrauisch
10773,"Substantiv, feminin",Schnelligkeit
10774,Adjektiv,dominant
10775,Adjektiv,kommunalpolitisch
10776,"['Substantiv, maskulin', 'Adjektiv']",Erlanger
10777,"Substantiv, feminin",Beilage
10778,"Substantiv, maskulin",Raubueberfall
10779,schwaches Verb,rekrutieren
10780,schwaches Verb,erhellen
10781,"Substantiv, maskulin",Tribut
10782,"Substantiv, feminin",Tablette
10783,"Substantiv, feminin",Autoindustrie
10784,"Substantiv, Neutrum",Schulgebaeude
10785,Adjektiv,innerlich
10786,"Substantiv, feminin",Eigentumswohnung
10787,[],aufgenommen
10788,"Substantiv, Neutrum",Todesurteil
10789,[],waehrenddessen
10790,schwaches Verb,verwuesten
10791,schwaches Verb,lasten
10792,"Substantiv, maskulin",Regenbogen
10793,"Substantiv, maskulin",Schlachthof
10794,Adjektiv,schlapp
10795,"Substantiv, feminin",Baeuerin
10796,"Substantiv, maskulin",Altbau
10797,"Substantiv, feminin",Ungerechtigkeit
10798,"Substantiv, feminin",Arbeiterpartei
10799,schwaches Verb,verteuern
10800,"Substantiv, feminin",Vermeidung
10801,Adjektiv,slawisch
10802,"Substantiv, maskulin",Pfeiler
10803,Pluralwort,Textilien
10804,word not found,Kunsthaus
10805,"Substantiv, maskulin",Zivildienst
10806,"Substantiv, maskulin",Atomausstieg
10807,"Substantiv, feminin",Lebenserwartung
10808,Adjektiv,explosiv
10809,"Substantiv, maskulin",Redaktionsschluss
10810,"Substantiv, maskulin",Chauffeur
10811,"['Adjektiv', 'starkes Verb']",verschlafen
10812,"Substantiv, Neutrum",Manko
10813,word not found,Kuenstlerhaus
10814,"Substantiv, feminin",Geschlossenheit
10815,"Substantiv, maskulin",Tierschutzverein
10816,Adjektiv,beharrlich
10817,"substantiviertes Adjektiv, feminin",Bundesvorsitzende
10818,"Substantiv, feminin",Vorschau
10819,"Substantiv, maskulin",Kraftstoff
10820,Adjektiv,abgelegen
10821,"Substantiv, feminin",Maut
10822,schwaches Verb,saeubern
10823,Adjektiv,eigenartig
10824,"Substantiv, maskulin, oder Substantiv, Neutrum",Biotop
10825,schwaches Verb,leichtern
10826,Adverb,herein
10827,"Substantiv, maskulin",Gulden
10828,"Substantiv, maskulin",Airport
10829,Adjektiv,unberechenbar
10830,"Substantiv, feminin",Jahrtausendwende
10831,schwaches Verb,diagnostizieren
10832,"Substantiv, maskulin",Sumpf
10833,Adjektiv,unumgaenglich
10834,"Substantiv, feminin",Nationalliga
10835,"Substantiv, feminin",Cafeteria
10836,Adjektiv,kooperativ
10837,"Substantiv, feminin",Relation
10838,[],Darmstaedter
10839,"Substantiv, feminin",Bezirksregierung
10840,"Substantiv, maskulin",Car
10841,"['Substantiv, Neutrum', 'Substantiv, Neutrum']",Office
10842,"Substantiv, Neutrum",Kriegsverbrechen
10843,Adjektiv,hebraeisch
10844,"Substantiv, feminin",Filmmusik
10845,"Substantiv, feminin",Pianistin
10846,"Substantiv, maskulin",Look
10847,Adjektiv,unerreichbar
10848,"substantiviertes Adjektiv, feminin",Alleinerziehende
10849,"Substantiv, Neutrum",Geschehnis
10850,"Substantiv, maskulin",Kirchturm
10851,"Substantiv, feminin",Polemik
10852,"Substantiv, maskulin",Fasching
10853,"Substantiv, maskulin",Kurator
10854,Adjektiv,groszformatig
10855,"Substantiv, maskulin",Oppositionsfuehrer
10856,"Substantiv, maskulin",Rum
10857,"Substantiv, Neutrum",Verhoer
10858,"Substantiv, maskulin",Weltraum
10859,"Substantiv, feminin",Projektgruppe
10860,"Substantiv, maskulin",Schlagabtausch
10861,"substantiviertes Adjektiv, feminin",Schwule
10862,"Substantiv, maskulin",Einstand
10863,Adverb,herab
10864,[],zurueckgetreten
10865,schwaches Verb,widersetzen
10866,"Substantiv, Neutrum",Enkelkind
10867,Adjektiv,signifikant
10868,"Substantiv, maskulin",Vorreiter
10869,"Substantiv, feminin",Theke
10870,Adjektiv,ungefaehrlich
10871,Adjektiv,steif
10872,"Substantiv, feminin",Erzeugung
10873,"Substantiv, feminin",Expertin
10874,"Substantiv, Neutrum",Temperament
10875,Adjektiv,ausnahmslos
10876,"Substantiv, Neutrum",Weihnachtsfest
10877,"Substantiv, Neutrum",Lehen
10878,"Substantiv, Neutrum",Oberverwaltungsgericht
10879,"Substantiv, feminin",Abhandlung
10880,"['None', 'Adjektiv']",untergeordnet
10881,"Substantiv, feminin",Zwoelf
10882,[],erobert
10883,Adjektiv,fotografisch
10884,,ausfindig
10885,"Substantiv, feminin",Buergschaft
10886,[],Fehlen
10887,[],ueberfahren
10888,Adjektiv,fehlerfrei
10889,Adjektiv,interkulturell
10890,"Substantiv, maskulin",Sensor
10891,"Substantiv, feminin",Schallplatte
10892,"Substantiv, feminin",Streife
10893,Adjektiv,ueberzogen
10894,,angeschlossen
10895,"Substantiv, maskulin",Reformer
10896,schwaches Verb,spruehen
10897,Adjektiv,geometrisch
10898,word not found,Schosz
10899,"Substantiv, feminin",Zunft
10900,"['Substantiv, Neutrum', 'Substantiv, feminin']",Koma
10901,"Substantiv, feminin",Schuelerzahl
10902,"Substantiv, feminin",Bude
10903,"Substantiv, maskulin",Kronprinz
10904,schwaches Verb,verweilen
10905,"Substantiv, Neutrum",Kammerorchester
10906,Adjektiv,unwichtig
10907,"Substantiv, feminin",Turbine
10908,schwaches Verb,faelschen
10909,"Substantiv, maskulin",Entwickler
10910,"Substantiv, feminin",Riege
10911,[],erteilt
10912,schwaches Verb,stilllegen
10913,"Substantiv, feminin",Gespraechsrunde
10914,"Substantiv, feminin",Raritaet
10915,"Substantiv, feminin",Intrige
10916,"Substantiv, maskulin",Laser
10917,schwaches Verb,abschaetzen
10918,"Substantiv, maskulin",Religionsunterricht
10919,"Substantiv, feminin",Arche
10920,"Substantiv, Neutrum",Bundesligaspiel
10921,"Substantiv, maskulin",Personalabbau
10922,"Substantiv, feminin",Barriere
10923,Adjektiv,volkswirtschaftlich
10924,"Substantiv, maskulin",Podestplatz
10925,Adjektiv,unverbindlich
10926,"Substantiv, feminin",Juniorin
10927,"Substantiv, feminin",Atomenergie
10928,"Substantiv, Neutrum",Italienisch
10929,"Substantiv, maskulin",Track
10930,"Substantiv, feminin",Birke
10931,[],beauftragt
10932,"Substantiv, feminin",Basilika
10933,schwaches Verb,schienen
10934,Adjektiv,wahrhaft
10935,"['starkes Verb', 'starkes Verb']",durchschlagen
10936,"Substantiv, feminin",Wartung
10937,"Substantiv, Neutrum",Kaliber
10938,Adjektiv,luftig
10939,"Substantiv, feminin",Kostprobe
10940,Adjektiv,ruecksichtslos
10941,Adjektiv,versoehnlich
10942,Adverb,worueber
10943,unregelmäßiges Verb,mitgehen
10944,"Substantiv, maskulin",Steuersatz
10945,Adjektiv,anfaellig
10946,"Substantiv, feminin",Inspektion
10947,"Substantiv, maskulin",Eklat
10948,"Substantiv, maskulin",Nachname
10949,"Substantiv, Neutrum",Entgelt
10950,"Substantiv, feminin",Festplatte
10951,"Substantiv, feminin",Nationalelf
10952,"Substantiv, feminin",Elle
10953,starkes Verb,entreiszen
10954,"Substantiv, Neutrum",Gesuch
10955,Adjektiv,exemplarisch
10956,"Substantiv, feminin",Bergbahn
10957,"Substantiv, maskulin",Freier
10958,"Substantiv, Neutrum",Mixed
10959,"Substantiv, feminin",Melancholie
10960,"Substantiv, Neutrum",Outfit
10961,"Substantiv, Neutrum",Windrad
10962,"Substantiv, feminin",Spielgemeinschaft
10963,"Substantiv, maskulin",Aegypter
10964,"Substantiv, maskulin, oder Substantiv, Neutrum",Level
10965,"Substantiv, Neutrum",Landesgericht
10966,starkes Verb,hergeben
10967,"Substantiv, feminin",Elektrotechnik
10968,"Substantiv, feminin",Rueckendeckung
10969,"Substantiv, feminin",Kernenergie
10970,"Substantiv, feminin",Talkshow
10971,schwaches Verb,urauffuehren
10972,"Substantiv, maskulin",Journalismus
10973,"Substantiv, feminin",Fiktion
10974,"Substantiv, Neutrum",Attribut
10975,schwaches Verb,missen
10976,"Substantiv, feminin",Auflistung
10977,"Substantiv, feminin",Verguetung
10978,"Substantiv, feminin",Relegation
10979,starkes und schwaches Verb,schallen
10980,schwaches Verb,voraussagen
10981,"Substantiv, maskulin",Amoklauf
10982,Adjektiv,licht
10983,schwaches Verb,starren
10984,schwaches Verb,mitmischen
10985,"Substantiv, maskulin",Reinerloes
10986,"Substantiv, Neutrum, oder Substantiv, maskulin",Yoga
10987,schwaches Verb,residieren
10988,"Substantiv, maskulin",Abstrich
10989,"Substantiv, maskulin",Sowjet
10990,"Substantiv, maskulin",Jahresumsatz
10991,"Substantiv, feminin",Praefektur
10992,"Substantiv, Neutrum",Geschaeftsfeld
10993,schwaches Verb,lueften
10994,starkes Verb,erschaffen
10995,"Substantiv, feminin",Geologie
10996,"Substantiv, feminin",Einzelperson
10997,Adjektiv,vital
10998,,gekleidet
10999,"Substantiv, Neutrum",Inkrafttreten
11000,"Substantiv, Neutrum",Andenken
11001,Adjektiv,universal
11002,"Substantiv, Neutrum",Anleihen
11003,Adjektiv,skandinavisch
11004,schwaches Verb,sponsern
11005,"Substantiv, maskulin",Tagesordnungspunkt
11006,"Substantiv, maskulin",Arbeitskampf
11007,Adjektiv,eingetragen
11008,"Substantiv, feminin",Anschrift
11009,"Substantiv, feminin",Wallfahrt
11010,"Substantiv, maskulin",Jahresabschluss
11011,"['Substantiv, Neutrum', 'Pluralwort']",Jeans
11012,"Substantiv, maskulin",Tausch
11013,Adverb,mittendrin
11014,"Substantiv, feminin",Uhrzeit
11015,schwaches Verb,weiten
11016,schwaches Verb,hemmen
11017,"Substantiv, feminin",Rennstrecke
11018,"Substantiv, maskulin",Spitzenplatz
11019,"Substantiv, Neutrum",Vereinsleben
11020,"Substantiv, feminin",Oekosteuer
11021,"Substantiv, maskulin",Schlosser
11022,[],unterzeichnet
11023,"Substantiv, feminin",Eintragung
11024,"['Substantiv, feminin', 'Substantiv, Neutrum, oder Substantiv, maskulin']",Zehntel
11025,"Substantiv, maskulin",Champagner
11026,Adjektiv,resch
11027,Adjektiv,milliardenschwer
11028,"Substantiv, feminin",Rechtfertigung
11029,Adjektiv,autobiografisch
11030,schwaches Verb,abrutschen
11031,"Substantiv, feminin",Arbeitsstunde
11032,"Substantiv, feminin",Aufsichtsbehoerde
11033,"Substantiv, feminin",Einkommensteuer
11034,"Substantiv, feminin",Herde
11035,"Substantiv, maskulin",Bauernverband
11036,schwaches Verb,entlocken
11037,Adjektiv,zierlich
11038,[],zweitbest
11039,"Substantiv, feminin",Wirtschaftsforschung
11040,"Substantiv, feminin",Kaufkraft
11041,Adjektiv,litauisch
11042,"Substantiv, maskulin",Pressebericht
11043,"Substantiv, Neutrum",Staunen
11044,"Substantiv, feminin",Musica
11045,"Substantiv, feminin",Einreise
11046,[],zugeordnet
11047,Adverb,demzufolge
11048,"Substantiv, feminin",Billion
11049,"Substantiv, Neutrum",Frauenhaus
11050,schwaches Verb,walten
11051,"Substantiv, maskulin",Bariton
11052,"Substantiv, Neutrum",Wildschwein
11053,"Substantiv, maskulin",Schrott
11054,"Substantiv, Neutrum",Betriebsergebnis
11055,schwaches Verb,spitzen
11056,"Substantiv, maskulin",Deckel
11057,"Substantiv, feminin",Spitzengruppe
11058,,zunichte
11059,Adjektiv,mystisch
11060,schwaches Verb,ausruecken
11061,"Substantiv, feminin",Bauweise
11062,starkes Verb,beladen
11063,Adjektiv,redlich
11064,Adjektiv,befriedigend
11065,Adjektiv,erfrischend
11066,Adjektiv,eingezogen
11067,"substantiviertes Adjektiv, feminin",Unparteiische
11068,"Substantiv, feminin",Landebahn
11069,"Substantiv, feminin",Bestrafung
11070,"Substantiv, maskulin",Widersacher
11071,schwaches Verb,erstrahlen
11072,"Substantiv, maskulin",Marschall
11073,schwaches Verb,arten
11074,Präposition,willen
11075,Adjektiv,thailaendisch
11076,"Substantiv, maskulin",Bauausschuss
11077,"['Adjektiv', 'starkes Verb']",verschlagen
11078,"Substantiv, feminin",Praktik
11079,"Substantiv, feminin",Bezirkshauptmannschaft
11080,Adjektiv,bissig
11081,Adjektiv,glimpflich
11082,Adjektiv,bedingungslos
11083,Adjektiv,verbraucht
11084,"Substantiv, feminin",Gleichung
11085,"Substantiv, maskulin",Ammann
11086,"Substantiv, feminin",Stammzelle
11087,Partikel,aha
11088,Adjektiv,taenzerisch
11089,"Substantiv, Neutrum",Plaetzchen
11090,"Substantiv, feminin",Baugenehmigung
11091,"Substantiv, maskulin",Lack
11092,"Substantiv, feminin",Prellung
11093,"Substantiv, feminin",Berechtigung
11094,Adjektiv,geschult
11095,Adjektiv,erwaehnenswert
11096,"Substantiv, feminin",Rockband
11097,schwaches Verb,beheimaten
11098,Adjektiv,getrost
11099,"Substantiv, maskulin",Tierpark
11100,Adjektiv,hitzig
11101,"Substantiv, maskulin",Firmenchef
11102,"Substantiv, feminin",Hypothese
11103,"Substantiv, maskulin",Arbeitsminister
11104,schwaches Verb,hinken
11105,"['Substantiv, feminin', 'Substantiv, maskulin']",Heuer
11106,"Substantiv, maskulin",Endspurt
11107,"Substantiv, maskulin, oder Substantiv, Neutrum",Graffito
11108,"Substantiv, Neutrum",Burgtheater
11109,"Substantiv, Neutrum",Arabisch
11110,Adjektiv,dringlich
11111,Adjektiv,zach
11112,"Substantiv, feminin",Professur
11113,"Substantiv, maskulin",Zeitdruck
11114,"Substantiv, maskulin",Fingerabdruck
11115,[],Klopp
11116,"Substantiv, feminin",Investmentbank
11117,"Substantiv, feminin",Ueberweisung
11118,"Substantiv, maskulin",Schriftzug
11119,Adjektiv,tragfaehig
11120,"Substantiv, maskulin",Leckerbissen
11121,"Substantiv, maskulin",Therapeut
11122,"Substantiv, maskulin",Tennisklub
11123,Adverb,heim
11124,schwaches Verb,sensibilisieren
11125,"Substantiv, maskulin",Autounfall
11126,"Substantiv, feminin",Nahe
11127,"Substantiv, maskulin",Fiskus
11128,"Substantiv, feminin",Schleuder
11129,schwaches Verb,wiederbeleben
11130,,ausgebaut
11131,"Substantiv, feminin",Vorstandssitzung
11132,"Substantiv, feminin",Feuerwache
11133,[],Bauen
11134,[],gratuliert
11135,"Substantiv, maskulin",Patriarch
11136,"Substantiv, Neutrum",Cabrio
11137,"Substantiv, feminin",Eingabe
11138,Adjektiv,verschwunden
11139,Adjektiv,erleichtert
11140,Adjektiv,tabu
11141,"Substantiv, Neutrum",Oberhaupt
11142,"Substantiv, Neutrum",Blaulicht
11143,schwaches Verb,mutieren
11144,schwaches Verb,schaerfen
11145,"Substantiv, feminin",Township
11146,"Substantiv, maskulin",Leichnam
11147,,Uebersee
11148,starkes Verb,weglassen
11149,Adjektiv,geballt
11150,"Substantiv, Neutrum",Etikett
11151,schwaches Verb,abtrennen
11152,schwaches Verb,strafen
11153,"Substantiv, maskulin",Kinderspielplatz
11154,"Substantiv, Neutrum",Eigenheim
11155,"Substantiv, Neutrum",Prinzenpaar
11156,"Substantiv, feminin",Anteilnahme
11157,[],Mannen
11158,"Substantiv, Neutrum",Wohlbefinden
11159,"Substantiv, Neutrum",Fachwerkhaus
11160,"Substantiv, maskulin",Aermel
11161,Adjektiv,schleppend
11162,Adverb,vorgestern
11163,Adjektiv,liebenswert
11164,"Substantiv, feminin",Disposition
11165,"Substantiv, Neutrum, oder Substantiv, maskulin",Zubehoer
11166,"Substantiv, Neutrum",Bauland
11167,"Substantiv, maskulin, oder Substantiv, Neutrum",Kamin
11168,"Substantiv, maskulin",Deich
11169,"Substantiv, feminin",Plattenfirma
11170,Adjektiv,entgegengesetzt
11171,"Substantiv, maskulin",Sonderpreis
11172,Adjektiv,benutzt
11173,"Substantiv, feminin",Fernsehsendung
11174,"Substantiv, Neutrum",Folgejahr
11175,Zahlwort,vierfach
11176,"Substantiv, feminin",Eifersucht
11177,[],Bauernmarkt
11178,schwaches Verb,aufraeumen
11179,schwaches Verb,konstituieren
11180,"Substantiv, Neutrum",Reglement
11181,"Substantiv, maskulin",Spiesz
11182,schwaches Verb,zustellen
11183,"Substantiv, feminin",Sackgasse
11184,"Substantiv, feminin",Zeitgeschichte
11185,"Substantiv, feminin",Lebensgeschichte
11186,"Substantiv, maskulin",Pin
11187,"Substantiv, maskulin",Stausee
11188,schwaches Verb,tolerieren
11189,schwaches Verb,dunkeln
11190,Adjektiv,glanzvoll
11191,"Substantiv, feminin",Begebenheit
11192,schwaches Verb,ueberbruecken
11193,Adjektiv,allgegenwaertig
11194,schwaches Verb,ruinieren
11195,Adjektiv,schiitisch
11196,"substantiviertes Adjektiv, feminin",Ehrenvorsitzende
11197,"Substantiv, maskulin",Dealer
11198,schwaches Verb,verzaubern
11199,"Substantiv, maskulin",Antragsteller
11200,,zusammengesetzt
11201,"Substantiv, feminin",Kuppel
11202,"Substantiv, maskulin",Aufwind
11203,schwaches Verb,simulieren
11204,"Substantiv, feminin",Erwachsenenbildung
11205,"Substantiv, feminin",Unterfuehrung
11206,"Substantiv, maskulin",Durst
11207,"Substantiv, maskulin",Parameter
11208,schwaches Verb,wickeln
11209,word not found,Puderbach
11210,"Substantiv, feminin",Granate
11211,unregelmäßiges Verb,teilhaben
11212,"Substantiv, maskulin",Igel
11213,"Substantiv, feminin",Himmelfahrt
11214,"Substantiv, Neutrum",Trauma
11215,schwaches Verb,wischen
11216,schwaches Verb,abdrucken
11217,"Substantiv, Neutrum",Matt
11218,"Substantiv, feminin",Genauigkeit
11219,schwaches Verb,anlangen
11220,"Substantiv, Neutrum",Grau
11221,"Substantiv, feminin",Russin
11222,"substantiviertes Adjektiv, feminin",Tabellendritte
11223,word not found,Landesbetrieb
11224,"Substantiv, feminin",Oberschule
11225,"Substantiv, feminin",Vorfahrt
11226,"Substantiv, feminin",Ausuebung
11227,"Substantiv, maskulin",Spion
11228,"Substantiv, feminin",Gegnerin
11229,"Substantiv, maskulin",Spielbeginn
11230,"Substantiv, feminin",Wochenzeitung
11231,schwaches Verb,paaren
11232,"Substantiv, feminin",Trendwende
11233,"Substantiv, feminin",Raumstation
11234,[],eingeleitet
11235,word not found,Tourismusverband
11236,"Substantiv, Neutrum",Verbreitungsgebiet
11237,"Substantiv, feminin",Stilllegung
11238,"Substantiv, feminin",Berufsfeuerwehr
11239,Adjektiv,ungewollt
11240,schwaches Verb,hinreichen
11241,"Substantiv, feminin",Menschenrechtsorganisation
11242,"Substantiv, Neutrum",Antibiotikum
11243,[],ueberrollen
11244,"Substantiv, maskulin",Ostermontag
11245,"Substantiv, feminin",Inspiration
11246,"Substantiv, Neutrum",Semifinale
11247,"Substantiv, maskulin",Stollen
11248,Adjektiv,wuchtig
11249,Adjektiv,gestaendig
11250,Adjektiv,hausgemacht
11251,Adjektiv,progressiv
11252,"['Substantiv, maskulin', 'Adjektiv']",Bamberger
11253,"Substantiv, Neutrum",Relief
11254,"Substantiv, maskulin, oder Substantiv, feminin",Spargel
11255,"Substantiv, feminin",Stadtfuehrung
11256,Adjektiv,knallhart
11257,"Substantiv, maskulin",Gesamtsieg
11258,schwaches Verb,verstummen
11259,schwaches Verb,fischen
11260,Adjektiv,eklatant
11261,"Substantiv, feminin",Kammermusik
11262,Adjektiv,beabsichtigt
11263,Adjektiv,sprechend
11264,['Eigenname'],Schlegel
